n,offset_bytes,mode,implementation,sample,operations,cpu_ns,wall_ns,cpu_ns_per_op,wall_ns_per_op
64,16,negate,baseline,6,131072,853261,858771,6.5098648071289062,6.5519027709960938
64,16,negate,aligned,6,131072,845496,850734,6.45062255859375,6.4905853271484375
64,16,negate,unrolled,6,131072,842278,847643,6.4260711669921875,6.4670028686523438
64,16,negate,aligned-unrolled,6,131072,925976,931348,7.06463623046875,7.105621337890625
64,16,negate,openblas,6,131072,1020012,1025302,7.782073974609375,7.8224334716796875
64,16,negate,onemkl,6,131072,1785936,1791719,13.6256103515625,13.669731140136719
64,16,negate,baseline,7,131072,841445,846930,6.4197158813476562,6.4615631103515625
64,16,negate,aligned,7,131072,842285,847632,6.4261245727539062,6.4669189453125
64,16,negate,unrolled,7,131072,841192,846432,6.41778564453125,6.457763671875
64,16,negate,aligned-unrolled,7,131072,924138,932488,7.0506134033203125,7.11431884765625
64,16,negate,openblas,7,131072,1025177,1030941,7.8214797973632812,7.8654556274414062
64,16,negate,onemkl,7,131072,1775841,1781252,13.548591613769531,13.589874267578125
64,16,powers-two,baseline,1,131072,841687,846896,6.4215621948242188,6.4613037109375
64,16,powers-two,aligned,1,131072,836841,842219,6.3845901489257812,6.4256210327148438
64,16,powers-two,unrolled,1,131072,834754,839922,6.3686676025390625,6.4080963134765625
64,16,powers-two,aligned-unrolled,1,131072,934563,939809,7.1301498413085938,7.1701736450195312
64,16,powers-two,openblas,1,131072,1004836,1010293,7.666290283203125,7.7079238891601562
64,16,powers-two,onemkl,1,131072,1802087,1807726,13.748832702636719,13.791854858398438
64,16,powers-two,baseline,2,131072,825695,830811,6.2995529174804688,6.3385848999023438
64,16,powers-two,aligned,2,131072,827273,832594,6.3115921020507812,6.3521881103515625
64,16,powers-two,unrolled,2,131072,832290,837423,6.3498687744140625,6.3890304565429688
64,16,powers-two,aligned-unrolled,2,131072,931016,936290,7.10308837890625,7.1433258056640625
64,16,powers-two,openblas,2,131072,993375,998803,7.5788497924804688,7.6202621459960938
64,16,powers-two,onemkl,2,131072,1786977,1794037,13.633552551269531,13.687416076660156
64,16,powers-two,baseline,3,131072,825677,830885,6.2994155883789062,6.3391494750976562
64,16,powers-two,aligned,3,131072,826942,832175,6.3090667724609375,6.3489913940429688
64,16,powers-two,unrolled,3,131072,834317,842071,6.3653335571289062,6.4244918823242188
64,16,powers-two,aligned-unrolled,3,131072,947363,952691,7.2278060913085938,7.2684555053710938
64,16,powers-two,openblas,3,131072,991841,997342,7.5671463012695312,7.6091156005859375
64,16,powers-two,onemkl,3,131072,1779209,1784808,13.574287414550781,13.61700439453125
64,16,powers-two,baseline,4,131072,837928,843216,6.39288330078125,6.4332275390625
64,16,powers-two,aligned,4,131072,843829,849168,6.4379043579101562,6.4786376953125
64,16,powers-two,unrolled,4,131072,836554,841914,6.3824005126953125,6.4232940673828125
64,16,powers-two,aligned-unrolled,4,131072,938927,944607,7.1634445190429688,7.2067794799804688
64,16,powers-two,openblas,4,131072,1010344,1015508,7.70831298828125,7.747711181640625
64,16,powers-two,onemkl,4,131072,1804980,1810745,13.770904541015625,13.814888000488281
64,16,powers-two,baseline,5,131072,847098,852713,6.4628448486328125,6.5056838989257812
64,16,powers-two,aligned,5,131072,858312,863890,6.54840087890625,6.5909576416015625
64,16,powers-two,unrolled,5,131072,848883,854367,6.4764633178710938,6.5183029174804688
64,16,powers-two,aligned-unrolled,5,131072,954695,960434,7.2837448120117188,7.3275299072265625
64,16,powers-two,openblas,5,131072,1024380,1029747,7.815399169921875,7.8563461303710938
64,16,powers-two,onemkl,5,131072,1831474,1837477,13.973037719726562,14.018836975097656
64,16,powers-two,baseline,6,131072,844230,849389,6.4409637451171875,6.4803237915039062
64,16,powers-two,aligned,6,131072,829926,835311,6.3318328857421875,6.3729171752929688
64,16,powers-two,unrolled,6,131072,828502,833685,6.3209686279296875,6.3605117797851562
