n,offset_bytes,mode,implementation,sample,operations,cpu_ns,wall_ns,cpu_ns_per_op,wall_ns_per_op
64,8,reset,current,6,131072,1575499,1580683,12.020103454589844,12.059654235839844
64,8,reset,pointers,6,131072,1632808,1638196,12.45733642578125,12.498443603515625
64,8,reset,pipeline,6,131072,1670625,1727366,12.745857238769531,13.178756713867188
64,8,reset,openblas-leaf,6,131072,1612688,1617779,12.3038330078125,12.342674255371094
64,8,reset,openblas-aligned,6,131072,1541433,1546547,11.760200500488281,11.799217224121094
64,8,reset,openblas,6,131072,1762349,1767607,13.445655822753906,13.485771179199219
64,8,reset,onemkl,6,131072,2180416,2185878,16.63525390625,16.676925659179688
64,8,reset,current,7,131072,1601443,1606516,12.218040466308594,12.256744384765625
64,8,reset,pointers,7,131072,1588161,1593634,12.116706848144531,12.158462524414062
64,8,reset,pipeline,7,131072,1687667,1692809,12.875877380371094,12.915107727050781
64,8,reset,openblas-leaf,7,131072,1611840,1616912,12.29736328125,12.3360595703125
64,8,reset,openblas-aligned,7,131072,1644820,1649876,12.548980712890625,12.587554931640625
64,8,reset,openblas,7,131072,1792498,1797791,13.675674438476562,13.716056823730469
64,8,reset,onemkl,7,131072,2216127,2221235,16.907707214355469,16.946678161621094
64,16,negate,current,1,131072,787156,792670,6.005523681640625,6.0475921630859375
64,16,negate,pointers,1,131072,790233,795497,6.0289993286132812,6.0691604614257812
64,16,negate,pipeline,1,131072,788972,794312,6.019378662109375,6.06011962890625
64,16,negate,openblas-leaf,1,131072,850636,855968,6.489837646484375,6.530517578125
64,16,negate,openblas-aligned,1,131072,881777,887074,6.7274246215820312,6.7678375244140625
64,16,negate,openblas,1,131072,1066168,1071593,8.13421630859375,8.1756057739257812
64,16,negate,onemkl,1,131072,1671835,1677519,12.755088806152344,12.798454284667969
64,16,negate,current,2,131072,787345,792347,6.0069656372070312,6.0451278686523438
64,16,negate,pointers,2,131072,788398,793407,6.0149993896484375,6.0532150268554688
64,16,negate,pipeline,2,131072,929473,934584,7.0913162231445312,7.13031005859375
64,16,negate,openblas-leaf,2,131072,857537,862588,6.5424880981445312,6.581024169921875
64,16,negate,openblas-aligned,2,131072,883106,888238,6.7375640869140625,6.7767181396484375
64,16,negate,openblas,2,131072,1059215,1065715,8.0811691284179688,8.1307601928710938
64,16,negate,onemkl,2,131072,1669696,1674773,12.73876953125,12.777503967285156
64,16,negate,current,3,131072,787162,792200,6.0055694580078125,6.04400634765625
64,16,negate,pointers,3,131072,791354,796399,6.0375518798828125,6.0760421752929688
64,16,negate,pipeline,3,131072,790356,797207,6.029937744140625,6.0822067260742188
64,16,negate,openblas-leaf,3,131072,854200,859551,6.51702880859375,6.5578536987304688
64,16,negate,openblas-aligned,3,131072,885047,890040,6.7523727416992188,6.79046630859375
64,16,negate,openblas,3,131072,1058081,1083120,8.0725173950195312,8.2635498046875
64,16,negate,onemkl,3,131072,1669499,1674632,12.737266540527344,12.77642822265625
64,16,negate,current,4,131072,772992,778087,5.8974609375,5.9363327026367188
64,16,negate,pointers,4,131072,774992,780219,5.9127197265625,5.9525985717773438
64,16,negate,pipeline,4,131072,772823,778513,5.8961715698242188,5.9395828247070312
64,16,negate,openblas-leaf,4,131072,842819,848218,6.4301986694335938,6.4713897705078125
64,16,negate,openblas-aligned,4,131072,868368,873534,6.6251220703125,6.6645355224609375
64,16,negate,openblas,4,131072,1041631,1046927,7.9470138549804688,7.9874191284179688
64,16,negate,onemkl,4,131072,1639293,1645009,12.506813049316406,12.550422668457031
64,16,negate,current,5,131072,784662,789804,5.9864959716796875,6.025726318359375
64,16,negate,pointers,5,131072,780573,786830,5.9552993774414062,6.0030364990234375
64,16,negate,pipeline,5,131072,874140,884669,6.669158935546875,6.7494888305664062
64,16,negate,openblas-leaf,5,131072,847016,852035,6.46221923828125,6.5005111694335938
64,16,negate,openblas-aligned,5,131072,876312,881324,6.68572998046875,6.723968505859375
64,16,negate,openblas,5,131072,1056274,1061448,8.0587310791015625,8.09820556640625
64,16,negate,onemkl,5,131072,1655095,1660171,12.627372741699219,12.666099548339844
